startdepot,returndepot,numOrders,LIFO,maxOrder,radius,stop,detour
B01FE15XQH,B0FFGPRVIT,2022,0,4,40,400,10
# orders
id,origin,org_city,destination,dest_city,distance,duration,pallet,dayo,to,dayd,td,LTL
1,B0FFL9CGXN,Nanjing,B0FFH62FC9,Shanghai,300.242,3.9,5,day 0,08:00,day 0,20:00,1887.17047
2,B0FFFU612V,Wuxi,B0FFH61OBO,Suzhou,117.564,1.66666666666667,5,day 0,12:00,day 0,24:00,1887.17047
3,B01FE15UUN,Wuxi,B0FFI8WH5V,Suzhou,53.594,0.933333333333333,8,day 0,12:00,day 0,24:00,3019.472752
4,B020215DUP,Yangzhou,B0FFHFSCFH,Suzhou,211.201,2.85,15,day 0,12:00,day 0,24:00,5661.51141
5,B0FFGYNGHQ,Changzhou,B0FFHD3E8G,Suzhou,97.778,1.5,14,day 0,12:00,day 0,24:00,5284.077316
6,B0FFGYNGHQ,Changzhou,B0I6TYMZJG,Suzhou,147.911,1.83333333333333,13,day 0,12:00,day 0,24:00,4906.643222
7,B0FFH3869T,Zhenjiang,B0FFJN8WFQ,Wuxi,178.14,2.36666666666667,20,day 0,12:00,day 0,24:00,7548.68188
8,B01FE0J0V7,Wuxi,B0FFGAIWAV,Suzhou,112.206,1.56666666666667,19,day 0,12:00,day 0,24:00,7171.247786
9,B0FFH4SOJP,Nanjing,B0FFKZGWZ9,Suzhou,234.122,2.88333333333333,18,day 0,12:00,day 0,24:00,6793.813692
10,B0G0ZLYTOF,Nanjing,B0FFHC9CJ8,Suzhou,186.021,2.93333333333333,12,day 0,08:00,day 0,20:00,4529.209128
11,B00190CNHV,Nanjing,B0FFHFSCFH,Suzhou,231.4,2.91666666666667,13,day 0,12:00,day 0,24:00,4906.643222
12,B0FFFRXR3L,Yangzhou,B0FFL37B6B,Suzhou,316.508,4.31666666666667,9,day 0,08:00,day 0,20:00,3396.906846
13,B020215DUP,Yangzhou,B0FFL37B6B,Suzhou,236.809,3.15,4,day 0,12:00,day 0,24:00,1509.736376
14,B0FFK83QI3,Nanjing,B0FFFA2AO6,Shanghai,282.807,3.26666666666667,8,day 0,12:00,day 0,24:00,3019.472752
15,B0FFG2575E,Zhenjiang,B0FFJ1CPHP,Shanghai,232.974,2.85,12,day 0,08:00,day 0,20:00,4529.209128
16,B0FFG9F43K,Changzhou,B0FFKZGWZ9,Suzhou,120.314,1.75,17,day 0,12:00,day 0,24:00,6416.379598
17,B0FFGZQ43R,Wuxi,B0FFH62FC9,Shanghai,145.131,1.93333333333333,16,day 0,08:00,day 0,20:00,6038.945504
18,B00190CNHV,Nanjing,B0FFGZQ43R,Wuxi,173.835,2.33333333333333,4,day 0,08:00,day 0,20:00,1509.736376
19,B0FFJONTQ7,Changzhou,B0FFHDQA5M,Suzhou,124.948,1.73333333333333,9,day 0,12:00,day 0,24:00,3396.906846
20,B0G0NZW2VU,Nanjing,B0FFH6WPC3,Shanghai,292.436,3.48333333333333,12,day 0,08:00,day 0,20:00,4529.209128
21,B020216GML,Yangzhou,B0FFJRVTYE,Shanghai,262.414,3.43333333333333,8,day 0,12:00,day 0,24:00,3019.472752
22,B0FFH4SOJP,Nanjing,B0FFHDQA5M,Suzhou,211.822,2.58333333333333,8,day 0,12:00,day 0,24:00,3019.472752
23,B0HDRHT0UU,Nanjing,B02000JR6M,Suzhou,226.382,2.88333333333333,19,day 0,12:00,day 0,24:00,7171.247786
24,B0G0ZLYTOF,Nanjing,B0FFLCF954,Shanghai,271.705,4,13,day 0,08:00,day 0,20:00,4906.643222
25,B020215DUP,Yangzhou,B0FFH0WGKS,Suzhou,218.76,2.9,10,day 0,12:00,day 0,24:00,3774.34094
26,B0FFJONTQ7,Changzhou,B0FFL7OZ0J,Wuxi,82.32,1.5,8,day 0,12:00,day 0,24:00,3019.472752
27,B0H1TCJ4IO,Yangzhou,B02000JJN1,Suzhou,201.648,2.73333333333333,14,day 0,08:00,day 0,20:00,5284.077316
28,B0FFGTI293,Changzhou,B0FFKSVI1S,Shanghai,216.29,2.81666666666667,10,day 0,08:00,day 0,20:00,3774.34094
29,B0G0ZLYTOF,Nanjing,B0FFKSVI1S,Shanghai,305.993,4.15,19,day 0,12:00,day 0,24:00,7171.247786
30,B0FFG2575E,Zhenjiang,B02001C3PG,Suzhou,156.466,2.03333333333333,18,day 0,08:00,day 0,20:00,6793.813692
31,B00190CNHV,Nanjing,B0G2MKTPMP,Shanghai,282.658,3.4,18,day 0,08:00,day 0,20:00,6793.813692
32,B01FE15XQH,Wuxi,B0FFHY6PN3,Suzhou,84.47,1.48333333333333,10,day 0,12:00,day 0,24:00,3774.34094
33,B00190CNHV,Nanjing,B0IG9RDYYV,Suzhou,230.045,2.9,9,day 0,08:00,day 0,20:00,3396.906846
34,B0GKC6MA4E,Yangzhou,B0FFGPRVIT,Shanghai,298.607,3.83333333333333,12,day 0,08:00,day 0,20:00,4529.209128
35,B0FFH4SOJP,Nanjing,B0IGCZC15I,Suzhou,221.136,2.45,9,day 0,08:00,day 0,20:00,3396.906846
36,B0FFK83QI3,Nanjing,B00156GGDT,Shanghai,301.852,3.65,10,day 0,12:00,day 0,24:00,3774.34094
37,B00190CNHV,Nanjing,B0FFHY6PN3,Suzhou,213.885,2.6,19,day 0,12:00,day 0,24:00,7171.247786
38,B0FFGYNGHQ,Changzhou,B0FFGZQ43R,Wuxi,60.79,1.11666666666667,9,day 0,08:00,day 0,20:00,3396.906846
39,B0G3AZBRXL,Yangzhou,B0IGCZC15I,Suzhou,241.481,3.06666666666667,7,day 0,08:00,day 0,20:00,2642.038658
40,B01FE15XQH,Wuxi,B0FFITJD3C,Wuxi,82.255,1.78333333333333,12,day 0,12:00,day 0,24:00,4529.209128
41,B0FFF4HNKG,Yangzhou,B0FFGJ1NAK,Suzhou,183.821,2.46666666666667,9,day 0,12:00,day 0,24:00,3396.906846
42,B0FFHE4XO4,Changzhou,B0FFL37B6B,Suzhou,145.697,2.21666666666667,5,day 0,08:00,day 0,20:00,1887.17047
43,B0FFJONTQ7,Changzhou,B0FFH0WGKS,Suzhou,135.266,1.88333333333333,6,day 0,08:00,day 0,20:00,2264.604564
44,B0FFGYNGHQ,Changzhou,B02000JR6M,Suzhou,86.061,1.35,7,day 0,08:00,day 0,20:00,2642.038658
45,B0FFK7ZQFN,Wuxi,B0I6TYMZJG,Suzhou,121.075,1.53333333333333,15,day 0,08:00,day 0,20:00,5661.51141
46,B0FFK7ZQFN,Wuxi,B0FFH61OBO,Suzhou,111.321,1.55,16,day 0,08:00,day 0,20:00,6038.945504
47,B00190CNHV,Nanjing,B0FFFA2AO6,Shanghai,293.791,3.61666666666667,14,day 0,12:00,day 0,24:00,5284.077316
48,B01FE15UUN,Wuxi,B00156D6K6,Shanghai,167.199,2.18333333333333,9,day 0,12:00,day 0,24:00,3396.906846
49,B0FFG0GSMW,Yangzhou,B0FFGO36Q6,Shanghai,381.049,5.18333333333333,14,day 0,08:00,day 0,20:00,5284.077316
50,B0FFIS83Q7,Zhenjiang,B0FFLCF954,Shanghai,209.593,3.08333333333333,11,day 0,12:00,day 0,24:00,4151.775034
51,B0FFGZQ43R,Wuxi,B0FFH6WPC3,Shanghai,143.881,1.96666666666667,4,day 0,12:00,day 0,24:00,1509.736376
52,B0FFHE4XO4,Changzhou,B0FFHC9CJ8,Suzhou,91.159,1.51666666666667,16,day 0,12:00,day 0,24:00,6038.945504
53,B0G1AO0IBH,Nanjing,B01FE15XQH,Wuxi,151.388,1.91666666666667,13,day 0,12:00,day 0,24:00,4906.643222
54,B0FFL9Q85P,Nanjing,B01FE15XQH,Wuxi,143.129,2.2,12,day 0,08:00,day 0,20:00,4529.209128
55,B0FFFTQ4U7,Wuxi,B0FFH62FC9,Shanghai,167.928,2.21666666666667,12,day 0,12:00,day 0,24:00,4529.209128
56,B0FFK4CQ2L,Changzhou,B0IG9RDYYV,Suzhou,110.237,1.7,16,day 0,08:00,day 0,20:00,6038.945504
57,B0FFHJD9U9,Wuxi,B0FFHD3E8G,Suzhou,72.774,1.31666666666667,17,day 0,12:00,day 0,24:00,6416.379598
58,B0FFFRS0IH,Nanjing,B0FFFA2AO6,Shanghai,287.056,3.5,20,day 0,08:00,day 0,20:00,7548.68188
59,B0FFIS83Q7,Zhenjiang,B0FFK7ZQFN,Wuxi,108.214,1.61666666666667,14,day 0,08:00,day 0,20:00,5284.077316
60,B0FFFRS0IH,Nanjing,B0FFLCF954,Shanghai,272.789,3.58333333333333,19,day 0,08:00,day 0,20:00,7171.247786
61,B0GUAXEBYM,Changzhou,B0FFH62FC9,Shanghai,189.867,2.4,19,day 0,12:00,day 0,24:00,7171.247786
62,B0202173FW,Yangzhou,B0FFHY6PN3,Suzhou,215.412,2.68333333333333,10,day 0,12:00,day 0,24:00,3774.34094
63,B0FFHE4XO4,Changzhou,B0I6TYMZJG,Suzhou,149.645,2.08333333333333,4,day 0,12:00,day 0,24:00,1509.736376
64,B0FFLC9J93,Nanjing,B01FE15XQH,Wuxi,191.889,2.73333333333333,13,day 0,08:00,day 0,20:00,4906.643222
65,B020216GML,Yangzhou,B01FE0J0V7,Wuxi,117.851,1.73333333333333,18,day 0,12:00,day 0,24:00,6793.813692
