startdepot,returndepot,numOrders,LIFO,maxOrder,radius,stop,detour
B01FE15XQH,B0FFGPRVIT,1280,1,5,80,800,10
# orders
id,origin,org_city,destination,dest_city,distance,duration,pallet,dayo,to,dayd,td,LTL
1,B0FFFRS0IH,Nanjing,B0FFJRVTYE,Shanghai,292,3.46666666666667,4,day 0,08:00,day 0,20:00,1509.736376
2,B0202150WR,Yangzhou,B0I6TYMZJG,Suzhou,224.438,2.81666666666667,13,day 0,08:00,day 0,20:00,4906.643222
3,B0202150WR,Yangzhou,B0FFITJD3C,Wuxi,157.286,2.73333333333333,5,day 0,08:00,day 0,20:00,1887.17047
4,B0FFHXJXZR,Changzhou,B0FFHJD9U9,Wuxi,97.487,1.48333333333333,8,day 0,12:00,day 0,24:00,3019.472752
5,B0FFHXJXZR,Changzhou,B0IGCZC15I,Suzhou,158.257,1.81666666666667,9,day 0,12:00,day 0,24:00,3396.906846
6,B0FFHXJXZR,Changzhou,B0FFG94S3Z,Shanghai,246.933,2.95,17,day 0,12:00,day 0,24:00,6416.379598
7,B0FFG0GSMW,Yangzhou,B0FFH61OBO,Suzhou,310.296,4.25,14,day 0,08:00,day 0,20:00,5284.077316
8,B0G1AO0IBH,Nanjing,B0FFJ1CPHP,Shanghai,253.88,3.06666666666667,13,day 0,12:00,day 0,24:00,4906.643222
9,B0FFGZQ43R,Wuxi,B0FFHDQA5M,Suzhou,77.453,1.16666666666667,9,day 0,12:00,day 0,24:00,3396.906846
10,B0GUAXEBYM,Changzhou,B0FFF4JOKL,Suzhou,141.651,1.95,5,day 0,08:00,day 0,20:00,1887.17047
11,B0FFH4SOJP,Nanjing,B0FFHNXOVT,Suzhou,249.242,2.93333333333333,16,day 0,12:00,day 0,24:00,6038.945504
12,B020215DUP,Yangzhou,B0FFK7ZQFN,Wuxi,142.978,1.91666666666667,13,day 0,08:00,day 0,20:00,4906.643222
13,B0FFG9F43K,Changzhou,B0FFGO36Q6,Shanghai,191.328,2.51666666666667,14,day 0,08:00,day 0,20:00,5284.077316
14,B0FFHE4XO4,Changzhou,B0FFLCF954,Shanghai,168.084,2.83333333333333,16,day 0,12:00,day 0,24:00,6038.945504
15,B0FFHJD9U9,Wuxi,B0FFHD3E8G,Suzhou,72.774,1.31666666666667,17,day 0,12:00,day 0,24:00,6416.379598
16,B0HDRHT0UU,Nanjing,B0FFI8WH5V,Suzhou,230.592,2.9,9,day 0,12:00,day 0,24:00,3396.906846
17,B0FFIS83Q7,Zhenjiang,B0FFHD3E8G,Suzhou,152.559,2.16666666666667,18,day 0,12:00,day 0,24:00,6793.813692
18,B0H1TCJ4IO,Yangzhou,B0FFJ1CPHP,Shanghai,238.457,3.05,11,day 0,12:00,day 0,24:00,4151.775034
19,B0FFF8Z69A,Changzhou,B0FFF4JOKL,Suzhou,165.61,2.36666666666667,4,day 0,12:00,day 0,24:00,1509.736376
20,B0GKC6MA4E,Yangzhou,B0FFI8WH5V,Suzhou,207.06,2.76666666666667,15,day 0,08:00,day 0,20:00,5661.51141
21,B0FFG0GSMW,Yangzhou,B0FFKZGWZ9,Suzhou,295.067,3.93333333333333,12,day 0,08:00,day 0,20:00,4529.209128
22,B0G3AZBRXL,Yangzhou,B00156ODDT,Shanghai,264.8,3.36666666666667,13,day 0,08:00,day 0,20:00,4906.643222
