startdepot,returndepot,numOrders,LIFO,maxOrder,radius,stop,detour
B01FE15XQH,B0FFGPRVIT,2085,0,5,80,800,10
# orders
id,origin,org_city,destination,dest_city,distance,duration,pallet,dayo,to,dayd,td,LTL
1,B0FFG0GSMW,Yangzhou,B02000JR6M,Suzhou,258.2,3.71666666666667,18,day 0,08:00,day 0,20:00,6793.813692
2,B020215DUP,Yangzhou,B0FFJ1CPHP,Shanghai,237.212,2.98333333333333,12,day 0,08:00,day 0,20:00,4529.209128
3,B0FFG9F43K,Changzhou,B0FFHNXOVT,Suzhou,135.305,1.85,14,day 0,08:00,day 0,20:00,5284.077316
4,B0FFIS83Q7,Zhenjiang,B0FFJN8WFQ,Wuxi,115.866,1.83333333333333,12,day 0,12:00,day 0,24:00,4529.209128
5,B0FFHJD9U9,Wuxi,B0FFKSVI1S,Shanghai,164.096,2.33333333333333,17,day 0,08:00,day 0,20:00,6416.379598
6,B0FFK4CQ2L,Changzhou,B0FFL37B6B,Suzhou,137.2,2,4,day 0,12:00,day 0,24:00,1509.736376
7,B01FE0J0V7,Wuxi,B0FFKSVI1S,Shanghai,173.202,2.33333333333333,12,day 0,12:00,day 0,24:00,4529.209128
8,B0FFH1DRA5,Nanjing,B0FFHF2VI7,Wuxi,172.301,2.38333333333333,7,day 0,12:00,day 0,24:00,2642.038658
9,B0FFL9CGXN,Nanjing,B02000JJN1,Suzhou,221.867,3.01666666666667,12,day 0,08:00,day 0,20:00,4529.209128
10,B0G3AZBRXL,Yangzhou,B0FFG94S3Z,Shanghai,280.55,3.48333333333333,18,day 0,12:00,day 0,24:00,6793.813692
11,B0FFF8Z69A,Changzhou,B0FFFOM198,Suzhou,93.698,1.5,15,day 0,12:00,day 0,24:00,5661.51141
12,B0FFH70JG8,Nanjing,B0FFHD3E8G,Suzhou,235.91,2.8,11,day 0,12:00,day 0,24:00,4151.775034
13,B0FFG2575E,Zhenjiang,B0FFITJD3C,Wuxi,154.399,2.56666666666667,12,day 0,12:00,day 0,24:00,4529.209128
14,B01FE15UUN,Wuxi,B0FFKDRXE8,Shanghai,163.883,2.33333333333333,19,day 0,12:00,day 0,24:00,7171.247786
15,B0FFFTQ4U7,Wuxi,B0FFGPRVIT,Shanghai,138.057,1.98333333333333,18,day 0,08:00,day 0,20:00,6793.813692
16,B0202173FW,Yangzhou,B0FFHNXOVT,Suzhou,271.65,3.38333333333333,5,day 0,12:00,day 0,24:00,1887.17047
17,B0FFG2575E,Zhenjiang,B0FFI8WH5V,Suzhou,163.911,2.11666666666667,9,day 0,08:00,day 0,20:00,3396.906846
18,B0FFL9Q85P,Nanjing,B02000JR6M,Suzhou,198.937,2.45,5,day 0,12:00,day 0,24:00,1887.17047
19,B0202173FW,Yangzhou,B00156ODDT,Shanghai,287.519,3.7,14,day 0,12:00,day 0,24:00,5284.077316
20,B0FFF4HNKG,Yangzhou,B0FFFA2AO6,Shanghai,262.12,3.5,5,day 0,08:00,day 0,20:00,1887.17047
21,B0FFG0GSMW,Yangzhou,B0FFHF2VI7,Wuxi,227.853,3.5,13,day 0,12:00,day 0,24:00,4906.643222
22,B0H1TCJ4IO,Yangzhou,B0FFITJD3C,Wuxi,166.4,2.91666666666667,12,day 0,08:00,day 0,20:00,4529.209128
23,B0FFIS83Q7,Zhenjiang,B0FFJ1CPHP,Shanghai,202.448,2.7,6,day 0,08:00,day 0,20:00,2264.604564
24,B0FFG2575E,Zhenjiang,B0FFKSVI1S,Shanghai,274.407,3.38333333333333,11,day 0,12:00,day 0,24:00,4151.775034
25,B00190CNHV,Nanjing,B0FFHC9CJ8,Suzhou,186.202,2.41666666666667,16,day 0,08:00,day 0,20:00,6038.945504
26,B020215DUP,Yangzhou,B0FFF4JOKL,Suzhou,239.012,3.18333333333333,16,day 0,12:00,day 0,24:00,6038.945504
27,B0FFH70JG8,Nanjing,B0FFHY6PN3,Suzhou,227.434,2.61666666666667,8,day 0,08:00,day 0,20:00,3019.472752
28,B0FFGYNGHQ,Changzhou,B0FFH0WGKS,Suzhou,125.914,1.73333333333333,16,day 0,08:00,day 0,20:00,6038.945504
29,B0FFGTI293,Changzhou,B0FFHC9CJ8,Suzhou,96.318,1.6,10,day 0,12:00,day 0,24:00,3774.34094
30,B0FFLC9J93,Nanjing,B00156GGDT,Shanghai,361.427,4.5,13,day 0,12:00,day 0,24:00,4906.643222
31,B0G0ZLYTOF,Nanjing,B0FFHY6PN3,Suzhou,206.195,2.91666666666667,19,day 0,12:00,day 0,24:00,7171.247786
32,B0G3AZBRXL,Yangzhou,B02000JJ21,Suzhou,206.771,2.75,9,day 0,08:00,day 0,20:00,3396.906846
33,B0FFHCRHH3,Changzhou,B0FFH62FC9,Shanghai,186.979,2.41666666666667,10,day 0,12:00,day 0,24:00,3774.34094
34,B0FFGTI293,Changzhou,B0FFK7ZQFN,Wuxi,80.623,1.25,7,day 0,08:00,day 0,20:00,2642.038658
35,B0FFF8Z69A,Changzhou,B01FE15UUN,Wuxi,103.057,1.66666666666667,17,day 0,08:00,day 0,20:00,6416.379598
36,B0GUAXEBYM,Changzhou,B0G2MKTPMP,Shanghai,165.098,2.05,11,day 0,12:00,day 0,24:00,4151.775034
37,B0FFIS83Q7,Zhenjiang,B0FFH61OBO,Suzhou,181.271,2.46666666666667,5,day 0,08:00,day 0,20:00,1887.17047
38,B0FFIS83Q7,Zhenjiang,B02000JJN1,Suzhou,159.121,2.2,19,day 0,12:00,day 0,24:00,7171.247786
39,B0FFHLH9SB,Zhenjiang,B0FFG94S3Z,Shanghai,250.129,3.18333333333333,6,day 0,12:00,day 0,24:00,2264.604564
40,B01FE15UUN,Wuxi,B0FFJRVTYE,Shanghai,149.013,1.91666666666667,9,day 0,08:00,day 0,20:00,3396.906846
41,B0FFH1DRA5,Nanjing,B0FFGPRVIT,Shanghai,298.405,3.51666666666667,6,day 0,08:00,day 0,20:00,2264.604564
42,B01FE15XQH,Wuxi,B0FFGO36Q6,Shanghai,193.523,2.8,14,day 0,08:00,day 0,20:00,5284.077316
43,B020215DUP,Yangzhou,B02000JJN1,Suzhou,208.853,2.78333333333333,6,day 0,08:00,day 0,20:00,2264.604564
44,B0FFHCRHH3,Changzhou,B02001C3PG,Suzhou,75.423,1.28333333333333,6,day 0,12:00,day 0,24:00,2264.604564
45,B0FFLC9J93,Nanjing,B0FFJ1CPHP,Shanghai,311.683,4.43333333333333,20,day 0,08:00,day 0,20:00,7548.68188
46,B0FFH4SOJP,Nanjing,B0FFFU612V,Wuxi,137.47,1.75,14,day 0,12:00,day 0,24:00,5284.077316
47,B0FFHLH9SB,Zhenjiang,B02000JR6M,Suzhou,138.995,1.93333333333333,5,day 0,08:00,day 0,20:00,1887.17047
48,B0FFF8Z69A,Changzhou,B0FFGO36Q6,Shanghai,228.354,3.11666666666667,7,day 0,08:00,day 0,20:00,2642.038658
49,B0G1AO0IBH,Nanjing,B0FFI8WH5V,Suzhou,184.946,2.28333333333333,6,day 0,08:00,day 0,20:00,2264.604564
50,B0FFF8Z69A,Changzhou,B02000JR6M,Suzhou,105.505,1.71666666666667,17,day 0,12:00,day 0,24:00,6416.379598
51,B0G0NZW2VU,Nanjing,B0FFFOM198,Suzhou,178.461,2.26666666666667,6,day 0,12:00,day 0,24:00,2264.604564
52,B0FFFRS0IH,Nanjing,B0FFJRVTYE,Shanghai,292,3.46666666666667,4,day 0,08:00,day 0,20:00,1509.736376
53,B0FFL7OZ0J,Wuxi,B0FFHD3E8G,Suzhou,67.371,1.15,8,day 0,08:00,day 0,20:00,3019.472752
54,B0202173FW,Yangzhou,B0FFGZQ43R,Wuxi,179.553,2.45,6,day 0,12:00,day 0,24:00,2264.604564
55,B0FFH3869T,Zhenjiang,B0FFF4JOKL,Suzhou,251.554,3.15,6,day 0,12:00,day 0,24:00,2264.604564
