startdepot,returndepot,numOrders,LIFO,maxOrder,radius,stop,detour
B01FE15XQH,B0FFKHC9PU,2577,1,5,40,400,10
# orders
id,origin,org_city,destination,dest_city,distance,duration,pallet,dayo,to,dayd,td,LTL
1,B0FFF4JOKL,Suzhou,B0FFG4GVOV,Zhoushan,282.469,3.56666666666667,9,day 0,12:00,day 0,24:00,4246.1335575
2,B0202173FW,Yangzhou,B0FFMBV9V0,Hangzhou,317.262,3.78333333333333,15,day 0,12:00,day 0,24:00,7076.8892625
3,B02000JR6M,Suzhou,B0FFFA8L2B,Ningbo,244.97,2.86666666666667,11,day 0,08:00,day 0,20:00,5189.7187925
4,B01FE15UUN,Wuxi,B0FFHDQ3SM,Jiaxing,128.494,1.78333333333333,12,day 0,12:00,day 0,24:00,5661.51141
5,B0FFH1DRA5,Nanjing,B023B15E6D,Hangzhou,332.614,3.48333333333333,8,day 0,12:00,day 0,24:00,3774.34094
6,B0FFKZGWZ9,Suzhou,B0FFLHS22C,Jiaxing,133.054,1.91666666666667,7,day 0,08:00,day 0,20:00,3302.5483225
7,B0FFFOM198,Suzhou,B0FFMBV9V0,Hangzhou,165.596,2.65,13,day 0,08:00,day 0,20:00,6133.3040275
8,B0FFH4SOJP,Nanjing,B0FFK7XY6U,Ningbo,389.775,4.78333333333333,8,day 0,08:00,day 0,20:00,3774.34094
9,B0H1TCJ4IO,Yangzhou,B0FFFVN7JT,Hangzhou,295.934,3.58333333333333,6,day 0,12:00,day 0,24:00,2830.755705
10,B020216GML,Yangzhou,B0FFLO95L8,Jiaxing,293.457,3.78333333333333,13,day 0,12:00,day 0,24:00,6133.3040275
11,B01FE0J0V7,Wuxi,B0FFGQ8EH5,Hangzhou,275.336,3.01666666666667,9,day 0,08:00,day 0,20:00,4246.1335575
12,B0FFH1DRA5,Nanjing,B0FFL81IUU,Hangzhou,313.734,3.31666666666667,6,day 0,08:00,day 0,20:00,2830.755705
13,B0FFGIBTXI,Suzhou,B0FFG4GVOV,Zhoushan,320.362,4.1,18,day 0,12:00,day 0,24:00,8492.267115
14,B0FFHF2VI7,Wuxi,B023E12FTI,Ningbo,259.349,3.15,10,day 0,12:00,day 0,24:00,4717.926175
15,B0FFHJD9U9,Wuxi,B0FFKVXSFY,Ningbo,279.581,3.4,9,day 0,08:00,day 0,20:00,4246.1335575
16,B0FFHXJXZR,Changzhou,B0I60OAVXT,Jiaxing,181.216,2.11666666666667,19,day 0,12:00,day 0,24:00,8964.0597325
17,B0G13KYBJL,Nanjing,B0FFG2I6S2,Ningbo,452.116,5.15,19,day 0,12:00,day 0,24:00,8964.0597325
18,B0FFJONTQ7,Changzhou,B0FFKVXSFY,Ningbo,325.604,3.95,5,day 0,08:00,day 0,20:00,2358.9630875
19,B02001C3PG,Suzhou,B0FFJRXFMW,Jiaxing,200.598,2.28333333333333,5,day 0,12:00,day 0,24:00,2358.9630875
20,B0FFFTQ4U7,Wuxi,B0GUVDW01P,Jiaxing,180.661,2.36666666666667,13,day 0,12:00,day 0,24:00,6133.3040275
21,B0FFH1DRA5,Nanjing,B0GUBCOVO3,Hangzhou,258.826,2.78333333333333,4,day 0,12:00,day 0,24:00,1887.17047
22,B0FFL7OZ0J,Wuxi,B0GRRBHAKJ,Zhoushan,335.565,4.2,18,day 0,08:00,day 0,20:00,8492.267115
23,B0GKC6MA4E,Yangzhou,B0FFHXOBD1,Hangzhou,327.796,3.8,11,day 0,12:00,day 0,24:00,5189.7187925
24,B0FFFU612V,Wuxi,B0FFHXOBD1,Hangzhou,243.807,3.13333333333333,6,day 0,12:00,day 0,24:00,2830.755705
25,B0FFJN8WFQ,Wuxi,B0FFITCS2H,Jiaxing,165.121,2.11666666666667,13,day 0,08:00,day 0,20:00,6133.3040275
26,B020215DUP,Yangzhou,B0FFH1UGLN,Shaoxing,326.174,3.98333333333333,12,day 0,12:00,day 0,24:00,5661.51141
27,B0HDRHT0UU,Nanjing,B0FFLHS22C,Jiaxing,309.687,3.76666666666667,20,day 0,08:00,day 0,20:00,9435.85235
28,B0FFHFSCFH,Suzhou,B0FFG4GVOV,Zhoushan,262.962,3.3,5,day 0,08:00,day 0,20:00,2358.9630875
29,B0FFK4CQ2L,Changzhou,B023D040HU,Jiaxing,163.715,2.63333333333333,12,day 0,08:00,day 0,20:00,5661.51141
30,B0G3AZBRXL,Yangzhou,B0FFJ01V55,Jiaxing,311.802,3.76666666666667,8,day 0,08:00,day 0,20:00,3774.34094
31,B02000JJ21,Suzhou,B0FFJRXFMW,Jiaxing,116.916,1.43333333333333,9,day 0,08:00,day 0,20:00,4246.1335575
32,B020215DUP,Yangzhou,B0HA6CDCW1,Hangzhou,370.043,4.11666666666667,9,day 0,12:00,day 0,24:00,4246.1335575
33,B0FFHFSCFH,Suzhou,B0GUVDW01P,Jiaxing,132.953,1.98333333333333,14,day 0,12:00,day 0,24:00,6605.096645
34,B0FFIS83Q7,Zhenjiang,B0FFLK4EPS,Jiaxing,264.465,3.8,18,day 0,12:00,day 0,24:00,8492.267115
35,B0FFGIBTXI,Suzhou,B0FFFA8L2B,Ningbo,284.893,3.7,5,day 0,08:00,day 0,20:00,2358.9630875
36,B0GUCU8FLD,Zhenjiang,B0FFKVXSFY,Ningbo,405.59,4.71666666666667,18,day 0,12:00,day 0,24:00,8492.267115
37,B0FFL37B6B,Suzhou,B0I60OAVXT,Jiaxing,96.132,1.5,6,day 0,08:00,day 0,20:00,2830.755705
38,B0FFK4CQ2L,Changzhou,B0FFI2KAV3,Jiaxing,168.923,2.81666666666667,18,day 0,08:00,day 0,20:00,8492.267115
39,B0FFKZGWZ9,Suzhou,B0FFI2KAV3,Jiaxing,160.542,2.61666666666667,14,day 0,08:00,day 0,20:00,6605.096645
40,B0FFGZQ43R,Wuxi,B0FFG4GVOV,Zhoushan,308.171,3.55,20,day 0,08:00,day 0,20:00,9435.85235
41,B0FFG2575E,Zhenjiang,B0G25CU48P,Hangzhou,386.099,4.18333333333333,19,day 0,12:00,day 0,24:00,8964.0597325
42,B0G0ZLYTOF,Nanjing,B0FFHD6O3A,Jiaxing,303.713,4.01666666666667,20,day 0,08:00,day 0,20:00,9435.85235
43,B0FFK7ZQFN,Wuxi,B0FFKGBPOF,Jiaxing,159.607,2.1,13,day 0,08:00,day 0,20:00,6133.3040275
44,B0FFF4JOKL,Suzhou,B0FFKHC9PU,Ningbo,266.811,3.46666666666667,11,day 0,12:00,day 0,24:00,5189.7187925
45,B0FFG9F43K,Changzhou,B0FFLO95L8,Jiaxing,199.151,2.53333333333333,13,day 0,12:00,day 0,24:00,6133.3040275
46,B0FFGIBTXI,Suzhou,B0G30DK65S,Ningbo,241.354,3.48333333333333,5,day 0,08:00,day 0,20:00,2358.9630875
47,B0FFHD3E8G,Suzhou,B0HBXZQDWS,Jiaxing,94.08,1.48333333333333,19,day 0,12:00,day 0,24:00,8964.0597325
48,B0FFH0WGKS,Suzhou,B0FFK7XY6U,Ningbo,191.931,2.45,17,day 0,08:00,day 0,20:00,8020.4744975
