startdepot,returndepot,numOrders,LIFO,maxOrder,radius,stop,detour
B01FE15XQH,B0FFKHC9PU,1509,0,4,40,400,5
# orders
id,origin,org_city,destination,dest_city,distance,duration,pallet,dayo,to,dayd,td,LTL
1,B0FFF4JOKL,Suzhou,B0FFH1UGLN,Shaoxing,178.676,2.46666666666667,19,day 0,08:00,day 0,20:00,8964.0597325
2,B0FFFU612V,Wuxi,B0FFLO95L8,Jiaxing,196.14,2.58333333333333,8,day 0,08:00,day 0,20:00,3774.34094
3,B0FFHDQA5M,Suzhou,B0FFKGBPOF,Jiaxing,110.892,1.56666666666667,10,day 0,08:00,day 0,20:00,4717.926175
4,B0FFKZGWZ9,Suzhou,B0FFITCS2H,Jiaxing,207.767,2.81666666666667,7,day 0,12:00,day 0,24:00,3302.5483225
5,B0G1AO0IBH,Nanjing,B0FFMBV9V0,Hangzhou,227.917,2.96666666666667,9,day 0,08:00,day 0,20:00,4246.1335575
6,B0FFL37B6B,Suzhou,B0FFHOJIJ7,Hangzhou,182.775,2.58333333333333,8,day 0,08:00,day 0,20:00,3774.34094
7,B0FFL9Q85P,Nanjing,B0FFH1UGLN,Shaoxing,339.314,3.76666666666667,15,day 0,12:00,day 0,24:00,7076.8892625
8,B0GUAXEBYM,Changzhou,B0FFK85V4K,Hangzhou,236.543,2.66666666666667,19,day 0,08:00,day 0,20:00,8964.0597325
9,B02000JR6M,Suzhou,B0GUVDW01P,Jiaxing,130.132,1.73333333333333,17,day 0,12:00,day 0,24:00,8020.4744975
10,B01FE15UUN,Wuxi,B0FFHOJIJ7,Hangzhou,198.918,2.71666666666667,13,day 0,12:00,day 0,24:00,6133.3040275
11,B0FFI8WH5V,Suzhou,B0I675OYZQ,Shaoxing,188.493,2.31666666666667,11,day 0,08:00,day 0,20:00,5189.7187925
12,B02000JR6M,Suzhou,B0FFHOJIJ7,Hangzhou,158.612,2.2,11,day 0,12:00,day 0,24:00,5189.7187925
13,B0G1AO0IBH,Nanjing,B0FFFVN7JT,Hangzhou,225.123,2.8,17,day 0,08:00,day 0,20:00,8020.4744975
14,B0FFFRS0IH,Nanjing,B0FFG4GVOV,Zhoushan,459.718,5.56666666666667,8,day 0,12:00,day 0,24:00,3774.34094
15,B0FFGTI293,Changzhou,B0FFL81IUU,Hangzhou,273.295,3.1,10,day 0,08:00,day 0,20:00,4717.926175
16,B0FFH3869T,Zhenjiang,B0FFHOJIJ7,Hangzhou,279.548,3.35,16,day 0,12:00,day 0,24:00,7548.68188
17,B0FFK83QI3,Nanjing,B0FFGQ8EH5,Hangzhou,319.704,3.41666666666667,19,day 0,08:00,day 0,20:00,8964.0597325
18,B01FE15XQH,Wuxi,B0G25CU48P,Hangzhou,391.129,4.91666666666667,11,day 0,08:00,day 0,20:00,5189.7187925
19,B0HDRHT0UU,Nanjing,B0I60OAVXT,Jiaxing,305.26,3.68333333333333,4,day 0,12:00,day 0,24:00,1887.17047
20,B0GUAXEBYM,Changzhou,B0FFLPWCQK,Hangzhou,160.606,2,13,day 0,08:00,day 0,20:00,6133.3040275
21,B0IGCZC15I,Suzhou,B0FFLA9ZTX,Hangzhou,109.421,1.8,4,day 0,08:00,day 0,20:00,1887.17047
22,B0FFG0GSMW,Yangzhou,B0FFLO95L8,Jiaxing,388.872,5.1,19,day 0,08:00,day 0,20:00,8964.0597325
23,B0IG9RDYYV,Suzhou,B0FFI22X6S,Ningbo,222.974,2.73333333333333,15,day 0,12:00,day 0,24:00,7076.8892625
24,B0FFK7ZQFN,Wuxi,B0I60OAVXT,Jiaxing,138.103,1.83333333333333,11,day 0,12:00,day 0,24:00,5189.7187925
25,B0FFGTI293,Changzhou,B0FFLA9ZTX,Hangzhou,249.736,3.15,6,day 0,08:00,day 0,20:00,2830.755705
26,B020215DUP,Yangzhou,B0FFHN6ZU2,Hangzhou,296.301,3.46666666666667,15,day 0,08:00,day 0,20:00,7076.8892625
27,B0FFHJD9U9,Wuxi,B0FFLK4EPS,Jiaxing,195.071,2.66666666666667,19,day 0,12:00,day 0,24:00,8964.0597325
28,B0FFHNXOVT,Suzhou,B0FFM9VWFS,Ningbo,287.144,3.53333333333333,13,day 0,12:00,day 0,24:00,6133.3040275
29,B0FFH3869T,Zhenjiang,B0FFG4GVOV,Zhoushan,462.81,5.3,12,day 0,12:00,day 0,24:00,5661.51141
30,B0FFF8Z69A,Changzhou,B0GRRBHAKJ,Zhoushan,397.083,5.1,11,day 0,08:00,day 0,20:00,5189.7187925
31,B0FFF8Z69A,Changzhou,B0HA6CDCW1,Hangzhou,287.702,3.38333333333333,6,day 0,12:00,day 0,24:00,2830.755705
32,B02000JJ21,Suzhou,B0FFFA8L2B,Ningbo,219.784,2.6,14,day 0,08:00,day 0,20:00,6605.096645
33,B0FFG2575E,Zhenjiang,B0FFJ01V55,Jiaxing,268.682,3.31666666666667,5,day 0,12:00,day 0,24:00,2358.9630875
34,B0FFLC9J93,Nanjing,B0FFHOJIJ7,Hangzhou,279.089,3.96666666666667,11,day 0,12:00,day 0,24:00,5189.7187925
35,B0GDDXZDXN,Suzhou,B023B15E6D,Hangzhou,200.212,2.3,9,day 0,08:00,day 0,20:00,4246.1335575
36,B0IGCZC15I,Suzhou,B0FFKZT863,Hangzhou,128.527,2.41666666666667,9,day 0,12:00,day 0,24:00,4246.1335575
37,B0G3AZBRXL,Yangzhou,B0FFMBV9V0,Hangzhou,303.626,3.65,19,day 0,08:00,day 0,20:00,8964.0597325
