startdepot,returndepot,numOrders,LIFO,maxOrder,radius,stop,detour
B01FE15XQH,B0FFKHC9PU,1524,1,5,40,800,10
# orders
id,origin,org_city,destination,dest_city,distance,duration,pallet,dayo,to,dayd,td,LTL
1,B0FFHCRHH3,Changzhou,B0FFM9VWFS,Ningbo,368.411,4.21666666666667,14,day 0,08:00,day 0,20:00,6605.096645
2,B0FFH70JG8,Nanjing,B0HGFN3J8T,Jiaxing,305.584,3.4,17,day 0,12:00,day 0,24:00,8020.4744975
3,B0FFKZGWZ9,Suzhou,B0FFHW4GZB,Hangzhou,271.782,3.91666666666667,5,day 0,12:00,day 0,24:00,2358.9630875
4,B0I6TYMZJG,Suzhou,B023B15E6D,Hangzhou,219.298,2.61666666666667,17,day 0,08:00,day 0,20:00,8020.4744975
5,B0FFGIBTXI,Suzhou,B0FFL81IUU,Hangzhou,290.517,3.66666666666667,10,day 0,12:00,day 0,24:00,4717.926175
6,B0FFHLH9SB,Zhenjiang,B0FFHD6O3A,Jiaxing,251.421,3.01666666666667,16,day 0,12:00,day 0,24:00,7548.68188
7,B0FFFOM198,Suzhou,B023D040HU,Jiaxing,107.401,1.81666666666667,7,day 0,08:00,day 0,20:00,3302.5483225
8,B0FFHC9CJ8,Suzhou,B0HGFN3J8T,Jiaxing,112.454,1.33333333333333,8,day 0,08:00,day 0,20:00,3774.34094
9,B0FFGAIWAV,Suzhou,B0HU55O3W8,Ningbo,175.777,2.96666666666667,19,day 0,08:00,day 0,20:00,8964.0597325
10,B0GKC6MA4E,Yangzhou,B0HA6CDCW1,Hangzhou,363.669,4.11666666666667,4,day 0,12:00,day 0,24:00,1887.17047
11,B0FFL9CGXN,Nanjing,B0G25CU48P,Hangzhou,418.196,4.48333333333333,19,day 0,08:00,day 0,20:00,8964.0597325
12,B0FFHF2VI7,Wuxi,B0FFKVXSFY,Ningbo,269.731,3.28333333333333,6,day 0,12:00,day 0,24:00,2830.755705
