startdepot,returndepot,numOrders,LIFO,maxOrder,radius,stop,detour
B01FE15XQH,B0FFKHC9PU,2545,1,5,80,400,5
# orders
id,origin,org_city,destination,dest_city,distance,duration,pallet,dayo,to,dayd,td,LTL
1,B01FE0J0V7,Wuxi,B0FFMBV9V0,Hangzhou,201.108,3.18333333333333,9,day 0,12:00,day 0,24:00,4246.1335575
2,B0FFHC9CJ8,Suzhou,B0FFLO95L8,Jiaxing,150.068,1.95,20,day 0,12:00,day 0,24:00,9435.85235
3,B0FFITJD3C,Wuxi,B0FFFA8L2B,Ningbo,268.271,3.18333333333333,14,day 0,12:00,day 0,24:00,6605.096645
4,B0FFGTI293,Changzhou,B0FFKZT863,Hangzhou,254.078,3.7,13,day 0,08:00,day 0,20:00,6133.3040275
5,B0FFH70JG8,Nanjing,B0FFHXOBD1,Hangzhou,301.522,3.36666666666667,5,day 0,08:00,day 0,20:00,2358.9630875
6,B0FFI8WH5V,Suzhou,B0FFHW4GZB,Hangzhou,206.64,2.88333333333333,14,day 0,12:00,day 0,24:00,6605.096645
7,B0FFL9CGXN,Nanjing,B023E12FTI,Ningbo,411.73,5.01666666666667,10,day 0,08:00,day 0,20:00,4717.926175
8,B0FFK7ZQFN,Wuxi,B0HA6CDCW1,Hangzhou,303.634,3.51666666666667,12,day 0,12:00,day 0,24:00,5661.51141
9,B0G13KYBJL,Nanjing,B0FFG2I6S2,Ningbo,452.116,5.15,19,day 0,12:00,day 0,24:00,8964.0597325
10,B0FFHC9CJ8,Suzhou,B0FFHXOBD1,Hangzhou,209.365,2.46666666666667,7,day 0,08:00,day 0,20:00,3302.5483225
11,B0FFGZQ43R,Wuxi,B0FFLK4EPS,Jiaxing,182.491,2.33333333333333,6,day 0,12:00,day 0,24:00,2830.755705
12,B0FFHXJXZR,Changzhou,B0FFK7XY6U,Ningbo,326.896,4.28333333333333,10,day 0,08:00,day 0,20:00,4717.926175
