startdepot,returndepot,numOrders,LIFO,maxOrder,radius,stop,detour
B01FE15XQH,B0FFKHC9PU,3087,1,5,40,400,10
# orders
id,origin,org_city,destination,dest_city,distance,duration,pallet,dayo,to,dayd,td,LTL
1,B0FFGYNGHQ,Changzhou,B0FFG2I6S2,Ningbo,314.297,3.66666666666667,7,day 0,12:00,day 0,24:00,3302.5483225
2,B0FFHLH9SB,Zhenjiang,B023E12FTI,Ningbo,358.804,4.2,10,day 0,12:00,day 0,24:00,4717.926175
3,B0I6TYMZJG,Suzhou,B0FFJRXFMW,Jiaxing,112.224,1.53333333333333,14,day 0,12:00,day 0,24:00,6605.096645
4,B0FFKZGWZ9,Suzhou,B0FFHN6ZU2,Hangzhou,224.15,2.86666666666667,9,day 0,08:00,day 0,20:00,4246.1335575
5,B0FFH3869T,Zhenjiang,B0FFL6KA9D,Jiaxing,283.223,3.36666666666667,7,day 0,08:00,day 0,20:00,3302.5483225
6,B0FFITJD3C,Wuxi,B0FFKGBPOF,Jiaxing,132.761,1.81666666666667,18,day 0,08:00,day 0,20:00,8492.267115
7,B0G0ZLYTOF,Nanjing,B0FFHDQ3SM,Jiaxing,270.397,3.71666666666667,6,day 0,12:00,day 0,24:00,2830.755705
8,B0FFFRS0IH,Nanjing,B0HGFN3J8T,Jiaxing,277.084,3.05,10,day 0,08:00,day 0,20:00,4717.926175
9,B0FFL9CGXN,Nanjing,B0FFITCS2H,Jiaxing,314.717,3.81666666666667,10,day 0,12:00,day 0,24:00,4717.926175
10,B0FFL37B6B,Suzhou,B0I60OAVXT,Jiaxing,96.132,1.5,6,day 0,08:00,day 0,20:00,2830.755705
11,B0FFF8Z69A,Changzhou,B0FFG4GVOV,Zhoushan,376.866,4.66666666666667,11,day 0,08:00,day 0,20:00,5189.7187925
12,B0FFF4HNKG,Yangzhou,B0FFFVN7JT,Hangzhou,286.31,3.46666666666667,6,day 0,12:00,day 0,24:00,2830.755705
13,B0FFGTI293,Changzhou,B0FFL6KA9D,Jiaxing,193.358,2.38333333333333,15,day 0,12:00,day 0,24:00,7076.8892625
14,B0FFF4HNKG,Yangzhou,B0I60OAVXT,Jiaxing,246.313,3.21666666666667,12,day 0,12:00,day 0,24:00,5661.51141
15,B0FFHJD9U9,Wuxi,B0FFH1UGLN,Shaoxing,196.66,2.46666666666667,12,day 0,08:00,day 0,20:00,5661.51141
