startdepot,returndepot,numOrders,LIFO,maxOrder,radius,stop,detour
B01FE15XQH,B0FFKHC9PU,1019,1,5,80,800,5
# orders
id,origin,org_city,destination,dest_city,distance,duration,pallet,dayo,to,dayd,td,LTL
1,B0FFHJD9U9,Wuxi,B0FFLK4EPS,Jiaxing,195.071,2.66666666666667,19,day 0,12:00,day 0,24:00,8964.0597325
2,B0G13KYBJL,Nanjing,B0FFM9VWFS,Ningbo,513.633,5.8,13,day 0,08:00,day 0,20:00,6133.3040275
3,B0FFL37B6B,Suzhou,B0FFHOJIJ7,Hangzhou,182.775,2.58333333333333,8,day 0,08:00,day 0,20:00,3774.34094
4,B0G13KYBJL,Nanjing,B0GRRBHAKJ,Zhoushan,515.458,6.08333333333333,15,day 0,08:00,day 0,20:00,7076.8892625
5,B01FE15UUN,Wuxi,B0FFKHC9PU,Ningbo,305.087,3.66666666666667,17,day 0,12:00,day 0,24:00,8020.4744975
6,B0FFITJD3C,Wuxi,B0FFHD26K7,Hangzhou,184.072,2.63333333333333,15,day 0,08:00,day 0,20:00,7076.8892625
7,B01FE15XQH,Wuxi,B0HBXZQDWS,Jiaxing,183.636,2.53333333333333,7,day 0,08:00,day 0,20:00,3302.5483225
8,B0IG9RDYYV,Suzhou,B0GUBCOVO3,Hangzhou,183.112,2.46666666666667,7,day 0,08:00,day 0,20:00,3302.5483225
9,B02000JJN1,Suzhou,B0FFK85V4K,Hangzhou,212.941,2.53333333333333,8,day 0,12:00,day 0,24:00,3774.34094
10,B0G0ZLYTOF,Nanjing,B0FFLA9ZTX,Hangzhou,331.088,4.48333333333333,15,day 0,12:00,day 0,24:00,7076.8892625
11,B0IG9RDYYV,Suzhou,B0FFHOJIJ7,Hangzhou,164.806,2.3,10,day 0,08:00,day 0,20:00,4717.926175
12,B02001C3PG,Suzhou,B0G25CU48P,Hangzhou,377.562,4.11666666666667,11,day 0,08:00,day 0,20:00,5189.7187925
13,B02000JJN1,Suzhou,B0FFK4YCJ8,Shaoxing,147.361,2,14,day 0,08:00,day 0,20:00,6605.096645
14,B0202173FW,Yangzhou,B0FFKGBPOF,Jiaxing,305.206,3.78333333333333,4,day 0,08:00,day 0,20:00,1887.17047
