startdepot,returndepot,numOrders,LIFO,maxOrder,radius,stop,detour
B01FE15XQH,B0FFKHC9PU,2558,0,5,40,800,10
# orders
id,origin,org_city,destination,dest_city,distance,duration,pallet,dayo,to,dayd,td,LTL
1,B0FFHCRHH3,Changzhou,B0FFJ01V55,Jiaxing,208.355,2.5,13,day 0,08:00,day 0,20:00,6133.3040275
2,B0FFIS83Q7,Zhenjiang,B0H135MBEW,Hangzhou,237.738,2.96666666666667,19,day 0,08:00,day 0,20:00,8964.0597325
3,B0I6TYMZJG,Suzhou,B023E12FTI,Ningbo,178.711,2.23333333333333,8,day 0,08:00,day 0,20:00,3774.34094
4,B0G3AZBRXL,Yangzhou,B0FFI2KAV3,Jiaxing,271.73,3.86666666666667,8,day 0,12:00,day 0,24:00,3774.34094
5,B02001C3PG,Suzhou,B0FFLK4EPS,Jiaxing,213.255,2.7,9,day 0,08:00,day 0,20:00,4246.1335575
6,B0FFITJD3C,Wuxi,B023E12FTI,Ningbo,252.188,3,9,day 0,08:00,day 0,20:00,4246.1335575
7,B0FFH61OBO,Suzhou,B0GUBCOVO3,Hangzhou,196.454,2.68333333333333,6,day 0,08:00,day 0,20:00,2830.755705
8,B0G3AZBRXL,Yangzhou,B0FFI22X6S,Ningbo,415.151,4.85,12,day 0,08:00,day 0,20:00,5661.51141
9,B0GKC6MA4E,Yangzhou,B0FFMBV9V0,Hangzhou,315.288,3.83333333333333,15,day 0,12:00,day 0,24:00,7076.8892625
10,B0FFHD3E8G,Suzhou,B0G30DK65S,Ningbo,190.354,2.55,8,day 0,08:00,day 0,20:00,3774.34094
11,B0FFH1DRA5,Nanjing,B0FFI2KAV3,Jiaxing,276.992,3.18333333333333,15,day 0,12:00,day 0,24:00,7076.8892625
12,B0FFG0GSMW,Yangzhou,B0FFK7XY6U,Ningbo,478.194,6.06666666666667,10,day 0,08:00,day 0,20:00,4717.926175
13,B0FFH0WGKS,Suzhou,B0FFHXOBD1,Hangzhou,161.906,2.05,11,day 0,08:00,day 0,20:00,5189.7187925
14,B020216GML,Yangzhou,B0G30DK65S,Ningbo,355.138,4.56666666666667,17,day 0,08:00,day 0,20:00,8020.4744975
15,B02000JJ21,Suzhou,B0FFK85V4K,Hangzhou,217.453,2.51666666666667,5,day 0,08:00,day 0,20:00,2358.9630875
16,B0FFFRXR3L,Yangzhou,B0FFHXOBD1,Hangzhou,405.368,4.9,9,day 0,12:00,day 0,24:00,4246.1335575
17,B0FFL9Q85P,Nanjing,B0FFJRXFMW,Jiaxing,325.068,3.58333333333333,5,day 0,08:00,day 0,20:00,2358.9630875
18,B0FFHC9CJ8,Suzhou,B0FFL81IUU,Hangzhou,235.568,2.7,10,day 0,08:00,day 0,20:00,4717.926175
19,B0FFGAIWAV,Suzhou,B0FFJ01V55,Jiaxing,153.328,2.01666666666667,14,day 0,12:00,day 0,24:00,6605.096645
20,B0GUCU8FLD,Zhenjiang,B0FFHD26K7,Hangzhou,297.658,4.08333333333333,13,day 0,12:00,day 0,24:00,6133.3040275
21,B0FFI8WH5V,Suzhou,B0HU55O3W8,Ningbo,177.153,2.9,11,day 0,12:00,day 0,24:00,5189.7187925
22,B0FFJN8WFQ,Wuxi,B0FFK7XY6U,Ningbo,250.776,3.01666666666667,20,day 0,12:00,day 0,24:00,9435.85235
23,B0FFFTQ4U7,Wuxi,B0H135MBEW,Hangzhou,202.052,2.55,13,day 0,12:00,day 0,24:00,6133.3040275
24,B0GDDXZDXN,Suzhou,B0FFK7XY6U,Ningbo,184.955,2.35,18,day 0,12:00,day 0,24:00,8492.267115
25,B0FFHE4XO4,Changzhou,B0I675OYZQ,Shaoxing,252.761,3.73333333333333,12,day 0,12:00,day 0,24:00,5661.51141
26,B0FFF8Z69A,Changzhou,B0FFK85V4K,Hangzhou,265.524,3.16666666666667,10,day 0,08:00,day 0,20:00,4717.926175
27,B0FFH70JG8,Nanjing,B0FFLK4EPS,Jiaxing,297.175,3.98333333333333,7,day 0,12:00,day 0,24:00,3302.5483225
28,B0FFK7ZQFN,Wuxi,B0FFH1UGLN,Shaoxing,206.495,2.5,15,day 0,12:00,day 0,24:00,7076.8892625
29,B0FFF4HNKG,Yangzhou,B0FFHDQ3SM,Jiaxing,246.545,3.25,8,day 0,08:00,day 0,20:00,3774.34094
30,B0FFHNXOVT,Suzhou,B0FFH1UGLN,Shaoxing,164.959,2.26666666666667,19,day 0,12:00,day 0,24:00,8964.0597325
31,B0FFL9CGXN,Nanjing,B0FFHW4GZB,Hangzhou,345.199,3.73333333333333,16,day 0,12:00,day 0,24:00,7548.68188
32,B0GKC6MA4E,Yangzhou,B0I675OYZQ,Shaoxing,358.023,4.96666666666667,14,day 0,12:00,day 0,24:00,6605.096645
33,B0FFHJD9U9,Wuxi,B0HU55O3W8,Ningbo,221.736,3.43333333333333,12,day 0,08:00,day 0,20:00,5661.51141
34,B0FFG0GSMW,Yangzhou,B0FFK85V4K,Hangzhou,435.858,5.16666666666667,15,day 0,08:00,day 0,20:00,7076.8892625
35,B0FFFRXR3L,Yangzhou,B0FFHDQ3SM,Jiaxing,337.716,4.51666666666667,12,day 0,12:00,day 0,24:00,5661.51141
36,B0G13KYBJL,Nanjing,B0FFLHS22C,Jiaxing,307.185,3.65,14,day 0,12:00,day 0,24:00,6605.096645
37,B0FFK4CQ2L,Changzhou,B0FFKHC9PU,Ningbo,335.001,4.13333333333333,14,day 0,08:00,day 0,20:00,6605.096645
38,B0FFH61OBO,Suzhou,B0HGFN3J8T,Jiaxing,114.723,1.63333333333333,6,day 0,08:00,day 0,20:00,2830.755705
39,B0FFF4JOKL,Suzhou,B0FFFA8L2B,Ningbo,247,3.18333333333333,17,day 0,08:00,day 0,20:00,8020.4744975
40,B0FFK7ZQFN,Wuxi,B023E12FTI,Ningbo,279.034,3.28333333333333,9,day 0,12:00,day 0,24:00,4246.1335575
41,B0FFHC9CJ8,Suzhou,B0FFHXOBD1,Hangzhou,209.365,2.46666666666667,7,day 0,08:00,day 0,20:00,3302.5483225
42,B01FE0J0V7,Wuxi,B0FFL6KA9D,Jiaxing,150.27,1.91666666666667,7,day 0,08:00,day 0,20:00,3302.5483225
43,B0FFH3869T,Zhenjiang,B023D040HU,Jiaxing,275.866,3.65,8,day 0,12:00,day 0,24:00,3774.34094
44,B0FFGTI293,Changzhou,B023E12FTI,Ningbo,321.393,3.81666666666667,7,day 0,08:00,day 0,20:00,3302.5483225
45,B0FFIS83Q7,Zhenjiang,B0I60OAVXT,Jiaxing,208.053,2.73333333333333,9,day 0,12:00,day 0,24:00,4246.1335575
46,B0FFHF2VI7,Wuxi,B0G30DK65S,Ningbo,231.893,3.16666666666667,5,day 0,08:00,day 0,20:00,2358.9630875
