startdepot,returndepot,numOrders,LIFO,maxOrder,radius,stop,detour
B01FE15XQH,B0FFKHC9PU,3084,0,5,40,400,5
# orders
id,origin,org_city,destination,dest_city,distance,duration,pallet,dayo,to,dayd,td,LTL
1,B0FFK83QI3,Nanjing,B0I675OYZQ,Shaoxing,323.651,4.23333333333333,7,day 0,12:00,day 0,24:00,3302.5483225
2,B0FFG0GSMW,Yangzhou,B023B15E6D,Hangzhou,448.679,5.28333333333333,9,day 0,12:00,day 0,24:00,4246.1335575
3,B0FFFOM198,Suzhou,B0FFL6KA9D,Jiaxing,114.758,1.46666666666667,12,day 0,08:00,day 0,20:00,5661.51141
4,B0FFGAIWAV,Suzhou,B0H135MBEW,Hangzhou,171.22,2.26666666666667,4,day 0,08:00,day 0,20:00,1887.17047
5,B0FFFTQ4U7,Wuxi,B0FFHOJIJ7,Hangzhou,209.141,2.78333333333333,19,day 0,08:00,day 0,20:00,8964.0597325
6,B0G1AO0IBH,Nanjing,B0FFHW4GZB,Hangzhou,268.88,2.88333333333333,10,day 0,12:00,day 0,24:00,4717.926175
7,B0FFIS83Q7,Zhenjiang,B0FFHW4GZB,Hangzhou,305.421,3.41666666666667,17,day 0,12:00,day 0,24:00,8020.4744975
8,B0FFH3869T,Zhenjiang,B0FFLK4EPS,Jiaxing,308.709,4.16666666666667,8,day 0,08:00,day 0,20:00,3774.34094
9,B0FFITJD3C,Wuxi,B0FFHN6ZU2,Hangzhou,186.58,2.28333333333333,15,day 0,08:00,day 0,20:00,7076.8892625
10,B0FFI8WH5V,Suzhou,B0FFHD26K7,Hangzhou,156.5,2.33333333333333,13,day 0,08:00,day 0,20:00,6133.3040275
11,B0FFGAIWAV,Suzhou,B0FFHDQ3SM,Jiaxing,103.427,1.6,7,day 0,08:00,day 0,20:00,3302.5483225
12,B02001C3PG,Suzhou,B0FFK4YCJ8,Shaoxing,235.555,2.91666666666667,19,day 0,08:00,day 0,20:00,8964.0597325
13,B0FFHY6PN3,Suzhou,B0FFG2I6S2,Ningbo,261.151,3.25,17,day 0,08:00,day 0,20:00,8020.4744975
14,B0FFG9F43K,Changzhou,B0FFL6KA9D,Jiaxing,160.253,2,7,day 0,08:00,day 0,20:00,3302.5483225
15,B0FFHLH9SB,Zhenjiang,B0FFG4GVOV,Zhoushan,410.356,4.76666666666667,16,day 0,08:00,day 0,20:00,7548.68188
16,B0G0NZW2VU,Nanjing,B0HBXZQDWS,Jiaxing,283.535,3.28333333333333,7,day 0,12:00,day 0,24:00,3302.5483225
17,B0FFKZGWZ9,Suzhou,B0FFM9VWFS,Ningbo,339.502,4.08333333333333,11,day 0,12:00,day 0,24:00,5189.7187925
18,B0FFFU612V,Wuxi,B0G25CU48P,Hangzhou,362.46,4.16666666666667,19,day 0,12:00,day 0,24:00,8964.0597325
